GeneCluster	X1	X2	p.value
CCDC109B	1	0.425	-0.425	5.74096683404535e-05
CASP6	1	0.319	-0.307	0.00356339633691089
EGF	1	0.321	-0.293	0.0072487486872883
ELOVL6	1	0.217	-0.253	0.0288416233265781
ENPEP	1	0.299	-0.372	0.00146957467048443
TIFA	1	0.201	-0.276	0.0306328731499636
ALPK1	1	0.28	-0.386	0.00271281467738094
ANK2	1	0.204	-0.24	0.0363230344039508
ARSJ	1	0.339	-0.383	0.000563049606437019
UGT8	1	0.366	-0.387	0.000263343700346048
SNHG8	2	-0.425	0.381	0.000408369374616492
SEC24D	1	0.459	-0.484	5.94919571588676e-06
USP53	2	-0.276	0.165	0.0455092114666479
PDE5A	1	0.233	-0.241	0.0316910467104957
PRDM5	2	-0.31	0.185	0.0214419089867849
TNIP3	1	0.344	-0.408	0.000279598251535871
TMEM155	1	0.317	-0.403	0.000546745549183573
EXOSC9	1	0.263	-0.353	0.00577197963378191
CCNA2	1	0.282	-0.324	0.00472900236708421
TRPC3	1	0.378	-0.393	0.000202091473634647
BBS12	2	-0.407	0.298	0.00153069776091808
SPRY1	2	-0.457	0.288	0.000517933102302101
HSPA4L	1	0.368	-0.378	0.00114053984812128
PLK4	1	0.256	-0.307	0.0100235131080817
PCDH10	1	0.256	-0.267	0.0146526215615651
PCDH18	2	-0.292	0.234	0.0134790313577753
SLC7A11	1	0.24	-0.245	0.0231590677913503
CCRN4L	1	0.639	-0.548	3.10622629969002e-07
NAA15	1	0.326	-0.349	0.0041714942498779
SETD7	1	0.307	-0.361	0.00207945437005997
MGST2	1	0.717	-0.608	2.34814772388915e-10
MAML3	1	0.378	-0.462	0.000151964638291701
ZNF330	2	-0.494	0.265	0.00128448802431281
IL15	1	0.28	-0.354	0.00248115378905099
INPP4B	1	0.612	-0.54	2.28661357608014e-06
GAB1	1	0.468	-0.409	0.000132515747321181
SMARCA5	1	0.499	-0.505	1.33794924328416e-05
ANAPC10	1	0.349	-0.384	0.00168955293400179
ABCE1	1	0.239	-0.284	0.0212578373180818
MMAA	1	0.628	-0.615	3.04349056042563e-09
LSM6	2	-0.472	0.441	0.000272236562584047
SLC10A7	2	-0.28	0.2	0.0353313593988952
EDNRA	1	0.253	-0.329	0.00610730826488804
ARHGAP10	1	0.509	-0.481	7.5891864542939e-06
LRBA	1	0.342	-0.405	0.00263175911015081
RPS3A	2	-0.373	0.237	0.00461433800563011
SH3D19	2	-0.592	0.624	3.61492340629681e-09
FAM160A1	2	-0.396	0.351	0.000621717376150578
TMEM154	1	0.354	-0.351	0.00100031020912136
FHDC1	1	0.484	-0.416	2.62292675684636e-05
KIAA0922	2	-0.545	0.484	9.27045789354659e-07
PLRG1	1	0.149	-0.355	0.0364791291824997
LRAT	2	-0.257	0.235	0.0213117290383753
RBM46	2	-0.283	0.225	0.0168608195936166
GUCY1A3	1	0.326	-0.392	0.000792217610159554
GUCY1B3	1	0.36	-0.379	0.000390087269121744
TDO2	1	0.262	-0.204	0.0443587172503732
CTSO	1	0.45	-0.452	0.00015776534346946
FAM198B	1	0.333	-0.304	0.00411757377548993
ETFDH	1	0.47	-0.471	0.000106331858337458
FNIP2	1	0.267	-0.341	0.00723974035404679
MARCH1	1	0.249	-0.301	0.0104629976300719
TRIM61	1	0.373	-0.275	0.010511512700301
TLL1	1	0.215	-0.281	0.0203407059669268
DDX60	1	0.356	-0.32	0.00245401622074166
DDX60L	1	0.32	-0.306	0.00781840805200961
CLCN3	1	0.349	-0.331	0.0128321988773284
MFAP3L	2	-0.466	0.407	4.07970234157023e-05
GALNTL6	2	-0.306	0.228	0.0116559733414389
HMGB2	1	0.418	-0.449	2.67797480650189e-05
SAP30	1	0.832	-0.774	8.15827936432057e-18
FBXO8	1	0.251	-0.269	0.0236255879906789
HPGD	2	-0.528	0.528	5.49296275040853e-07
ADAM29	1	0.22	-0.276	0.0187755059686604
SPCS3	1	0.364	-0.415	0.00086506302980096
NEIL3	1	0.484	-0.479	2.35135249397915e-06
CASP3	1	0.342	-0.384	0.0010556434221838
ACSL1	1	0.498	-0.443	1.68615376060213e-05
LRP2BP	1	0.464	-0.467	3.97771805574059e-05
SLC25A4	1	0.315	-0.358	0.00447576970007778
SNX25	1	0.608	-0.54	1.0004658158926e-06
PDLIM3	2	-0.242	0.26	0.0247286939326473
SORBS2	2	-0.517	0.485	2.40345141014665e-06
CYP4V2	1	0.359	-0.407	0.000471467977002236
MTNR1A	2	-0.402	0.312	0.000690444364307077
TRIML2	1	0.403	-0.352	0.00393009131521715
ZFP42	1	0.272	-0.275	0.0103911323121432
BRD9	1	0.273	-0.315	0.00981548012324922
CCDC127	1	0.772	-0.751	5.037291149059e-16
CEP72	1	0.58	-0.508	1.92484623646611e-06
LRRC14B	1	0.281	-0.355	0.00291465743076061
PDCD6	1	0.661	-0.519	1.38099613510536e-06
PLEKHG4B	1	0.489	-0.549	2.74241855876663e-07
SDHA	1	0.856	-0.815	1.01275856950075e-17
SLC9A3	1	0.338	-0.379	0.00064359178748434
TPPP	1	0.705	-0.707	1.06295614202787e-13
NKD2	1	0.23	-0.312	0.0147719744965594
SLC6A3	1	0.282	-0.299	0.00655183885694295
LPCAT1	1	0.401	-0.367	0.000418373363854045
MRPL36	1	0.478	-0.469	2.93015652406299e-05
NDUFS6	1	0.27	-0.286	0.0151682804528796
SDHAP3	1	0.379	-0.382	0.000369394234711035
IRX1	1	0.433	-0.494	7.17271066338556e-06
NSUN2	1	0.511	-0.409	0.000272501457210096
PAPD7	1	0.363	-0.361	0.00128972221376855
ADCY2	1	0.422	-0.428	4.8035766849875e-05
MTRR	1	0.297	-0.246	0.0203299172591191
FASTKD3	1	0.311	-0.283	0.010235725874943
SEMA5A	1	0.487	-0.202	0.0165609819210628
FAM173B	1	0.76	-0.703	8.38559220398619e-14
CCT5	1	0.63	-0.565	1.80037176415921e-08
DAP	1	0.582	-0.562	4.14823326706439e-08
CTNND2	1	0.318	-0.277	0.00827735820513282
TRIO	1	0.403	-0.367	0.000372008719792312
FAM105A	1	0.654	-0.609	9.80483572812016e-10
FBXL7	1	0.301	-0.347	0.00269690543495213
ZNF622	1	0.409	-0.395	0.000470257203156361
FAM134B	1	0.328	-0.321	0.00281885009077294
BASP1	1	0.397	-0.38	0.00024559528013056
CDH6	1	0.509	-0.413	0.000195232778151414
GOLPH3	1	0.502	-0.394	0.000291581055237594
SUB1	1	0.419	-0.411	0.000193876469917174
TARS	1	0.465	-0.447	3.13141117546146e-05
ADAMTS12	1	0.389	-0.329	0.00164207552246223
RAI14	1	0.477	-0.41	4.33557694046528e-05
SLC45A2	1	0.265	-0.222	0.0327033648948492
TTC23L	1	0.252	-0.259	0.0191182768796208
BRIX1	1	0.351	-0.335	0.00190485230078776
PRLR	1	0.258	-0.278	0.0131636171212977
SPEF2	2	-0.409	0.374	0.000222726912452788
UGT3A2	2	-0.282	0.29	0.00797856466907177
LMBRD2	1	0.474	-0.408	0.000118720660099503
NADK2	2	-0.292	0.279	0.00970524326986753
NUP155	1	0.313	-0.233	0.0158561802780662
WDR70	1	0.311	-0.303	0.00729852850676161
GDNF	2	-0.357	0.302	0.00221500842038718
OSMR	1	0.272	-0.267	0.0151091557907993
DAB2	2	-0.511	0.51	6.31851736339479e-07
PTGER4	1	0.43	-0.473	1.45260410733302e-05
TTC33	1	0.315	-0.296	0.00666562861832845
PRKAA1	1	0.315	-0.285	0.00753396450934085
RPL37	2	-0.367	0.316	0.00164492432491497
CARD6	1	0.243	-0.255	0.0261044928453455
OXCT1	1	0.517	-0.515	1.19029210201491e-06
FBXO4	1	0.566	-0.545	1.64027718421211e-07
GHR	2	-0.407	0.366	0.000268397871422023
CCDC152	1	0.264	-0.243	0.02361500996146
CCL28	2	-0.443	0.398	6.51458157950242e-05
NNT	1	0.231	-0.237	0.0372255824381688
MRPS30	1	0.243	-0.237	0.0373061318134708
EMB	1	0.36	-0.372	0.000758442727435034
PARP8	1	0.572	-0.614	3.25300008776289e-09
ITGA1	1	0.508	-0.279	0.00895184078536464
PELO	1	0.252	-0.316	0.0123329315146655
ITGA2	1	0.451	-0.401	7.35275821533633e-05
MOCS2	2	-0.31	0.22	0.0153662836904687
FST	1	0.259	-0.274	0.0123420366167992
NDUFS4	1	0.327	-0.411	0.00110688042363273
ARL15	1	0.206	-0.274	0.0303733772165381
ESM1	1	0.22	-0.26	0.0271590593815881
GZMK	1	0.329	-0.354	0.0012989032704618
GZMA	1	0.335	-0.346	0.00152955661168627
GPX8	1	0.517	-0.516	4.03885215825775e-06
CCNO	1	0.385	-0.432	9.78841838042208e-05
DHX29	1	0.239	-0.264	0.0269662912941856
SKIV2L2	1	0.445	-0.445	5.95858676387677e-05
PPAP2A	2	-0.302	0.203	0.0210259590388223
SLC38A9	1	0.643	-0.668	1.76400848280399e-10
IL31RA	1	0.303	-0.333	0.00278808946517868
DEPDC1B	1	0.402	-0.371	0.000358396400491642
ERCC8	1	0.369	-0.297	0.00435872292016063
DIMT1	1	0.356	-0.407	0.000425960122707105
HTR1A	2	-0.417	0.435	0.000137707369985964
RNF180	2	-0.243	0.201	0.0401623964764116
TRAPPC13	1	0.395	-0.395	0.00033446645496639
SGTB	1	0.255	-0.28	0.0172162261322892
NLN	1	0.269	-0.28	0.017330085342286
MAST4	2	-0.284	0.335	0.00672161620194258
CCNB1	1	0.276	-0.359	0.00327489348509484
CCDC125	1	0.322	-0.343	0.00361943630100984
MARVELD2	2	-0.363	0.365	0.000979013435399508
GTF2H2	1	0.192	-0.247	0.0434879277083362
GUSBP3	2	-0.339	0.345	0.00134232872047552
SMN1	1	0.348	-0.352	0.00106806568863813
SMN2	1	0.193	-0.282	0.034126714137584
MCCC2	1	0.533	-0.611	3.2676565563306e-07
PTCD2	1	0.24	-0.221	0.0421994400734639
TNPO1	1	0.413	-0.38	0.000365020179593071
TMEM171	1	0.428	-0.451	2.22410385760131e-05
FOXD1	1	0.492	-0.471	2.74801459680644e-06
BTF3	2	-0.441	0.332	0.000450940738800378
UTP15	2	-0.278	0.244	0.0179786025186907
HEXB	1	0.76	-0.785	7.77488551345765e-17
NSA2	2	-0.376	0.27	0.0029658404881354
GCNT4	1	0.489	-0.481	2.76659412760364e-06
COL4A3BP	1	0.286	-0.221	0.0324306108734119
POC5	1	0.239	-0.314	0.0133817912654162
IQGAP2	1	0.339	-0.363	0.000910735710170247
F2RL2	1	0.296	-0.2	0.0379083632638026
F2R	1	0.465	-0.373	0.000412767877312477
S100Z	1	0.246	-0.301	0.010696441956687
CRHBP	1	0.347	-0.329	0.00180811840741571
AGGF1	1	0.368	-0.361	0.000976562444277022
ZBED3	2	-0.59	0.572	7.4096958128309e-09
AP3B1	1	0.273	-0.318	0.00856592775707533
LHFPL2	1	0.678	-0.621	4.88280413903806e-11
HOMER1	1	0.4	-0.42	0.000101132667436266
SERINC5	1	0.341	-0.333	0.00264930596212018
DHFR	1	0.218	-0.272	0.0285935729297839
ACOT12	2	-0.403	0.439	0.000141807734472478
SSBP2	2	-0.533	0.485	6.84124290305e-07
RPS23	2	-0.53	0.404	1.01409586098312e-05
XRCC4	1	0.212	-0.243	0.0432117522064434
VCAN	1	0.314	-0.273	0.00810957518436161
HAPLN1	1	0.227	-0.202	0.0460070008958489
EDIL3	1	0.248	-0.205	0.0400395234168184
CCNH	1	0.386	-0.435	0.000175969571909521
LYSMD3	1	0.325	-0.337	0.00396008942757564
ARRDC3	2	-0.333	0.427	0.00052457471535147
FAM81B	1	0.34	-0.319	0.00257009974320755
TTC37	1	0.246	-0.212	0.0435317761659116
ARSK	1	0.2	-0.238	0.0439551267315428
SPATA9	1	0.547	-0.507	1.38410876006582e-06
GLRX	1	0.302	-0.335	0.00291501600303142
ELL2	2	-0.464	0.437	2.37922776931637e-05
PCSK1	1	0.344	-0.4	0.00039301183004881
CAST	1	0.403	-0.457	6.35924325147698e-05
ERAP1	1	0.288	-0.231	0.0245117782870484
ERAP2	1	0.409	-0.249	0.0202849090749463
RIOK2	1	0.35	-0.394	0.000899008659863822
ST8SIA4	1	0.393	-0.366	0.000665962363786413
PAM	1	0.634	-0.656	2.21581870757985e-11
GIN1	1	0.334	-0.305	0.00459475372342467
PPIP5K2	1	0.256	-0.22	0.0407634225953821
FBXL17	1	0.359	-0.307	0.0039277150825992
PJA2	1	0.273	-0.234	0.0266550807413091
MAN2A1	1	0.56	-0.492	2.93459558328546e-06
TSLP	2	-0.322	0.24	0.00903581426510601
WDR36	1	0.408	-0.366	0.000446104711639816
CAMK4	2	-0.389	0.393	0.000258949199544903
EPB41L4A	2	-0.393	0.291	0.00152317011888276
SRP19	1	0.3	-0.356	0.00348491873633109
REEP5	1	0.617	-0.712	2.86708368156686e-10
MCC	2	-0.463	0.525	2.57204342482702e-06
YTHDC2	1	0.248	-0.234	0.0334229858272881
KCNN2	2	-0.281	0.216	0.0211662305383805
PGGT1B	1	0.325	-0.346	0.00434001189754868
FEM1C	1	0.22	-0.314	0.0202815801610126
TICAM2	1	0.457	-0.524	1.89119548740816e-06
CDO1	2	-0.34	0.304	0.00222975878865721
ATG12	1	0.346	-0.408	0.000952387325250099
COMMD10	1	0.22	-0.259	0.0457682577548013
DMXL1	1	0.267	-0.308	0.0108530560118645
TNFAIP8	1	0.356	-0.396	0.000422344458046982
HSD17B4	1	0.199	-0.348	0.0202148078783213
PRR16	1	0.422	-0.382	0.000156988857566119
LOX	2	-0.276	0.225	0.018710868644862
ZNF474	1	0.317	-0.361	0.00216392341876484
SNCAIP	1	0.311	-0.305	0.0050368468260186
SNX2	1	0.203	-0.3	0.0293743489130882
PPIC	1	0.303	-0.418	0.000863587683813974
ZNF608	2	-0.402	0.397	0.000267894909402891
GRAMD3	2	-0.44	0.357	0.000130721255529251
LMNB1	1	0.342	-0.372	0.000870453807826446
MEGF10	2	-0.575	0.5	7.14730683172864e-08
ISOC1	2	-0.459	0.258	0.0017820111512553
ADAMTS19	1	0.249	-0.258	0.0174363855502904
CHSY3	1	0.523	-0.513	3.31966588883524e-06
FNIP1	1	0.409	-0.43	0.0001819300084848
ACSL6	1	0.421	-0.456	2.51533027080249e-05
P4HA2	1	0.659	-0.709	1.88364727557585e-12
PDLIM4	1	0.238	-0.28	0.0149959360896653
SLC22A4	1	0.367	-0.389	0.000443151751471222
IRF1	1	0.426	-0.453	2.83121140179487e-05
IL5	2	-0.237	0.186	0.0476404156738425
RAD50	1	0.276	-0.298	0.0113423476739551
IL13	1	0.202	-0.263	0.0291187382352953
SEPT8	2	-0.366	0.29	0.00300272348134583
UQCRQ	1	0.304	-0.492	0.00036720811380389
LEAP2	1	0.333	-0.399	0.000604624884486932
AFF4	1	0.336	-0.294	0.0073615188847917
ZCCHC10	1	0.32	-0.395	0.00149812578552523
HSPA4	1	0.345	-0.461	0.000292846716170241
FSTL4	1	0.6	-0.578	5.03115777746394e-07
VDAC1	1	0.602	-0.753	4.91827287186866e-09
PPP2CA	1	0.305	-0.456	0.00241920083984837
CDKL3	1	0.256	-0.253	0.0227494878988676
CDKN2AIPNL	1	0.627	-0.711	3.77400122013338e-10
SAR1B	1	0.492	-0.57	4.01682684398697e-07
SEC24A	1	0.355	-0.341	0.00369279514165333
PCBD2	1	0.705	-0.71	6.69700129500936e-12
CATSPER3	1	0.309	-0.4	0.000878573388642218
H2AFY	1	0.505	-0.671	4.12433350116623e-06
TIFAB	1	0.301	-0.334	0.00308526593674834
TGFBI	1	0.583	-0.554	4.99096492033136e-08
SPOCK1	1	0.236	-0.27	0.0165170360025443
HNRNPA0	2	-0.555	0.422	9.83702349853649e-06
KIF20A	1	0.427	-0.445	2.46088562629867e-05
CDC23	1	0.303	-0.358	0.0113905095798866
CDC25C	1	0.357	-0.437	0.000141945793855217
FAM53C	2	-0.422	0.25	0.00364030151293222
ETF1	1	0.221	-0.323	0.0318903747224144
HSPA9	1	0.268	-0.412	0.00409685829978256
LRRTM2	1	0.53	-0.511	9.63646277052167e-07
SIL1	1	0.375	-0.474	6.29102212763033e-05
PAIP2	1	0.416	-0.479	3.98307030215401e-05
ECSCR	1	0.295	-0.304	0.00539017231593809
TMEM173	1	0.55	-0.564	3.5049135649036e-08
UBE2D2	1	0.284	-0.512	0.00675112849644543
CXXC5	1	0.578	-0.423	7.79722445701806e-05
PSD2	1	0.313	-0.359	0.00133640331449343
NRG2	2	-0.251	0.177	0.0491507501230165
IGIP	1	0.205	-0.265	0.0332394289732603
SRA1	1	0.371	-0.498	8.45447713848324e-05
EIF4EBP3	1	0.221	-0.305	0.0167749451262973
CD14	1	0.194	-0.29	0.0250420833162927
IK	1	0.175	-0.376	0.0306543714660476
WDR55	1	0.468	-0.598	9.63644258006831e-06
PCDHA2	2	-0.277	0.257	0.0124605432316557
PCDHA3	2	-0.252	0.223	0.0252347830996079
PCDHA4	2	-0.255	0.222	0.02608860621141
PCDHA10	2	-0.402	0.354	0.000299586335167414
PCDHA11	2	-0.485	0.609	0.000108095131052911
PCDHA5	2	-0.319	0.308	0.0030136449214434
PCDHA6	2	-0.285	0.394	0.00661109769385931
PCDHA7	2	-0.361	0.316	0.00129685411449313
PCDHA8	2	-0.27	0.203	0.0268315145007384
PCDHA9	2	-0.277	0.224	0.0185759515665117
PCDHA12	2	-0.334	0.311	0.00262683756028129
PCDHA13	2	-0.504	0.424	5.33518793631252e-06
PCDHAC1	2	-0.314	0.295	0.00439063469360735
PCDHB2	2	-0.445	0.375	7.32959216297363e-05
PCDHB3	2	-0.26	0.228	0.0226559562544093
PCDHB4	2	-0.338	0.39	0.00142318533838241
PCDHB5	2	-0.409	0.324	0.000516382193552307
PCDHB6	2	-0.341	0.288	0.002835286007866
PCDHB7	2	-0.292	0.353	0.00539255535152414
PCDHB16	2	-0.561	0.561	7.02010038948922e-08
PCDHB8	2	-0.392	0.336	0.000495961886618139
PCDHB10	2	-0.426	0.412	6.36698901234203e-05
PCDHB11	2	-0.242	0.241	0.0280102293465883
PCDHB12	2	-0.395	0.411	0.000378158349974855
PCDHB13	2	-0.325	0.259	0.00617317920139605
PCDHB14	2	-0.343	0.27	0.00395325383331971
PCDHB15	2	-0.36	0.31	0.00142023949432045
TAF7	1	0.218	-0.289	0.0262237232850438
PCDHGA4	1	0.185	-0.239	0.048217479121162
PCDHGB4	1	0.44	-0.332	0.00093506826733507
PCDHGA12	1	0.608	-0.401	4.05829741463567e-05
PCDHGC3	1	0.52	-0.512	3.69492946668307e-07
DIAPH1	2	-0.317	0.169	0.0330464796736327
HDAC3	1	0.32	-0.452	0.00165904985669681
RELL2	1	0.215	-0.29	0.0192268604615034
FCHSD1	2	-0.537	0.457	1.85512861557779e-06
ARAP3	2	-0.343	0.326	0.00140933545866276
KIAA0141	2	-0.53	0.428	8.08919765177341e-06
GNPDA1	1	0.384	-0.484	0.00030732841362692
NDFIP1	1	0.321	-0.421	0.00112237687245976
SPRY4	1	0.31	-0.36	0.00168467858448167
SH3RF2	1	0.235	-0.254	0.0233503485058254
LARS	1	0.429	-0.493	0.000106504298250312
GPR151	1	0.327	-0.261	0.00843777166831612
STK32A	1	0.549	-0.392	0.000336734744486518
FBXO38	1	0.218	-0.258	0.0400878226010777
ADRB2	2	-0.59	0.541	1.37511702387058e-08
SH3TC2	1	0.387	-0.251	0.0272666977514635
AFAP1L1	2	-0.421	0.43	8.30135237260707e-05
PCYOX1L	2	-0.591	0.461	2.79083102247933e-07
MIR143HG	1	0.388	-0.262	0.00884075268593259
CSNK1A1	1	0.38	-0.47	0.000250764879711571
ARHGEF37	2	-0.533	0.485	3.95842312626187e-07
PPARGC1B	2	-0.463	0.444	1.34496541593174e-05
TIGD6	1	0.275	-0.464	0.00209295123150599
HMGXB3	1	0.344	-0.46	0.000448072316215633
PDGFRB	1	0.418	-0.335	0.000850734832894988
CAMK2A	1	0.258	-0.318	0.00700682569896261
ARSI	2	-0.255	0.249	0.0193474596324342
CD74	1	0.328	-0.376	0.000833094448525822
RPS14	2	-0.496	0.336	0.000115800802978109
TNIP1	2	-0.338	0.268	0.00763373862798904
SLC36A1	1	0.372	-0.441	0.000184074085283355
SPARC	1	0.676	-0.658	2.1146311357656e-11
G3BP1	1	0.213	-0.285	0.0454463707185688
MFAP3	1	0.31	-0.306	0.0142741579196483
GALNT10	1	0.254	-0.301	0.0116048024640902
SAP30L	2	-0.321	0.232	0.0127117943365952
MRPL22	1	0.388	-0.537	3.02485115612173e-05
SGCD	1	0.738	-0.692	3.52873363302414e-11
HAVCR1	1	0.216	-0.272	0.021856696114436
HAVCR2	1	0.336	-0.386	0.000705117289910443
MED7	1	0.312	-0.397	0.00192305484501249
ITK	1	0.335	-0.308	0.00438214191258666
ADAM19	1	0.378	-0.408	0.000178216106135758
THG1L	2	-0.412	0.257	0.00405033415731236
CLINT1	1	0.412	-0.388	0.000667465343523522
RNF145	1	0.57	-0.454	1.97660687543192e-05
IL12B	1	0.263	-0.262	0.0156466572274058
TTC1	1	0.225	-0.348	0.0165070661664443
PWWP2A	1	0.411	-0.365	0.000547163322621379
PTTG1	1	0.297	-0.362	0.00209209554096534
ATP10B	1	0.462	-0.305	0.00656081844454051
HMMR	1	0.328	-0.368	0.0012879219381431
WWC1	2	-0.323	0.303	0.00456697532040884
RARS	1	0.407	-0.396	0.00104984113657281
PANK3	1	0.375	-0.297	0.00322456412048054
SLIT3	1	0.214	-0.222	0.0435651732431095
DOCK2	1	0.256	-0.273	0.0157368295685706
FAM196B	2	-0.37	0.528	0.000233591366029695
LCP2	1	0.371	-0.385	0.000575767564730792
KCNMB1	1	0.336	-0.362	0.00149322679106891
GABRP	2	-0.431	0.436	8.02738226091134e-05
RANBP17	1	0.392	-0.427	6.9378131727708e-05
NPM1	2	-0.32	0.363	0.0138408717798913
STK10	1	0.304	-0.255	0.0134852416132792
SH3PXD2B	1	0.504	-0.54	3.4418094843662e-07
NEURL1B	1	0.596	-0.606	1.82478406067646e-09
RPL26L1	1	0.535	-0.583	8.19777978489194e-08
BNIP1	1	0.592	-0.74	5.82045823192158e-11
STC2	1	0.269	-0.282	0.00947561816108962
CPEB4	1	0.449	-0.384	0.000528234242550485
SFXN1	1	0.503	-0.481	2.7619615395359e-06
THOC3	1	0.281	-0.241	0.0413100437309279
ARL10	2	-0.32	0.462	0.00063618013102735
NOP16	1	0.153	-0.323	0.0356138375607209
FAF2	1	0.645	-0.645	1.73454399536727e-10
RNF44	2	-0.527	0.538	9.05375186908524e-07
HK3	1	0.284	-0.375	0.00183040074655899
TSPAN17	1	0.199	-0.329	0.0197822059734861
UNC5A	1	0.195	-0.239	0.0408583259912017
ZNF346	2	-0.292	0.204	0.0413716380370842
MXD3	1	0.252	-0.373	0.00356010210554618
RAB24	2	-0.256	0.222	0.0329387905611667
LMAN2	1	0.192	-0.277	0.0355384898883655
F12	1	0.367	-0.446	9.42779537401322e-05
GRK6	2	-0.366	0.267	0.00401847324070685
DBN1	2	-0.323	0.31	0.003381720132763
FAM193B	2	-0.457	0.453	2.70912907200212e-05
PHYKPL	1	0.353	-0.325	0.0051794553434595
ZNF354A	2	-0.245	0.216	0.0473606174686036
AACSP1	2	-0.253	0.233	0.0231043071999631
ZFP2	2	-0.454	0.433	4.94177253118595e-05
ZNF454	2	-0.613	0.713	3.8187660285729e-10
ZNF879	2	-0.284	0.337	0.0139663073328214
ZNF354C	2	-0.268	0.401	0.00816417309958842
ADAMTS2	1	0.416	-0.434	5.17339633701552e-05
CANX	1	0.425	-0.352	0.00269739579787166
MGAT4B	2	-0.241	0.201	0.045309889902321
GFPT2	2	-0.391	0.325	0.000990552698146003
LINC00847	2	-0.512	0.427	1.62267250865146e-05
BTNL9	2	-0.213	0.293	0.023883619518347
GNB2L1	2	-0.375	0.324	0.00170393439291576
TRIM41	1	0.315	-0.293	0.0104393072643156
TRIM7	2	-0.264	0.236	0.0200338495177965
DUSP22	2	-0.16	2.304	3.44704961413676e-16
EXOC2	2	0.104	1.973	4.75347051825484e-07
HUS1B	2	-0.099	0.688	0.00687642141993122
FOXC1	1	0.201	-0.717	2.65023909409803e-05
GMDS	2	-0.058	1.777	8.40577359955954e-11
MYLK4	2	-0.071	1.501	4.76007384488788e-06
WRNIP1	2	0.33	3.266	3.18006261427724e-08
SERPINB9	2	0.055	4.846	1.44803474037443e-07
SERPINB6	2	-0.121	2.41	7.91264038397355e-14
RIPK1	2	0.378	1.195	0.0255216598906453
PSMG4	2	0.118	1.168	0.000147464772748077
PXDC1	2	-0.15	3.703	2.22266925026947e-16
FAM50B	2	0.018	3.739	4.47765723729612e-09
CDYL	2	0.676	2.182	0.00264895917478532
RPP40	2	0.249	1.341	0.00314612346373456
PPP1R3G	1	0.024	-0.531	0.00375528006386896
LYRM4	2	-0.229	2.402	1.43307086272684e-18
FARS2	2	0.623	3.112	1.39119542491659e-05
NRN1	2	0.246	3.415	0.0290527023196905
RREB1	2	0.083	2.038	5.55315333017417e-08
DSP	2	0.168	2.367	0.0218363217920656
TXNDC5	2	0.413	2.639	7.1958973242106e-08
BLOC1S5	2	0.533	2.456	0.0011724846880271
EEF1E1	2	0.374	1.528	0.00312432170704549
SLC35B3	1	0.432	-0.252	0.00377091129040618
TFAP2A	2	-0.282	3.35	1.35165526451017e-17
LINC00518	2	-0.181	1.659	8.15017279638653e-12
GCNT2	2	0.223	1.508	0.00389941951547783
TMEM14C	2	0.352	2.218	1.3635798457892e-05
SYCP2L	2	-0.287	2.042	0.0078901553598779
TMEM14B	2	0.287	1.039	0.0108977961847904
SMIM13	2	0.205	1.946	2.45142623910362e-05
NEDD9	2	0.179	3.634	5.40607296855136e-06
TMEM170B	2	-0.116	0.979	0.000374897999292111
HIVEP1	2	0.006	1.175	0.00022286516082779
PHACTR1	1	0.344	-0.303	0.00875120567891466
TBC1D7	1	0.336	-0.365	0.00368301450942224
GFOD1	2	0.124	1.405	0.00630400596487408
NOL7	2	0.267	1.135	0.0105913450593509
RANBP9	2	0.355	1.248	0.0129733074743725
MCUR1	2	0.085	1.112	0.000168391818361323
CD83	2	-0.253	2.777	3.8921505469224e-09
JARID2	2	0.575	5.164	4.47603556495849e-09
DTNBP1	2	-0.043	1.702	1.02241511008432e-07
MYLIP	2	0.035	1.526	0.000886738412411148
GMPR	2	0.105	1.044	0.0207652369980096
NUP153	2	0.411	1.861	0.00187987001174096
KIF13A	2	0.281	1.372	0.00224446076974637
RNF144B	2	0.005	5.112	7.49098884935741e-08
ID4	2	-0.221	0.595	0.000815669162512123
E2F3	2	0.632	2.454	0.000445169998176545
SOX4	2	-0.027	1.182	0.000819050028219247
DCDC2	2	-0.415	0.929	2.88612984667186e-06
KAAG1	2	-0.332	1.086	4.52004697651265e-07
GPLD1	2	0.009	0.461	0.0413761431580501
ALDH5A1	2	0.075	2.482	1.12927516984888e-08
TDP2	2	0.182	1.398	0.0030212848269499
ACOT13	2	0.136	1.361	0.00109564648864791
FAM65B	2	0.109	0.973	0.0301187657618359
CMAHP	1	0.2	-0.477	0.00504609858976056
LRRC16A	2	0.425	1.932	0.00797572646111391
HFE	2	-0.342	1.484	1.98476480252129e-09
HIST1H2AC	2	0.236	2.114	3.330925439046e-05
HIST1H4D	2	-0.143	0.61	0.00279346962261018
HIST1H4E	2	0.135	1.301	0.0117373844759359
HIST1H3E	2	0.689	2.709	0.0302203725992231
HIST1H3G	1	0.48	-0.412	0.000474081843552103
BTN3A2	1	0.241	-0.275	0.0154140609711927
BTN3A1	1	0.247	-0.295	0.0101118606736483
BTN3A3	1	0.394	-0.52	0.000116890583797359
HCG11	2	0.17	1.436	0.00137927882868284
HMGN4	2	0.169	1.039	0.0102935780335261
ABT1	2	0.617	5.568	1.63145689469453e-10
GUSBP2	2	-0.121	0.645	0.00253861074154841
LINC00240	2	-0.041	1.272	2.83737175949494e-06
